RND,model,MSE,LPIPS_alex,LPIPS_vgg,LPIPS_squeeze,LPIPS_alex_norsz,LPIPS_vgg_norsz,LPIPS_squeeze_norsz
54,Gaussian,0.014320645,0.3211451470851898,0.4059234857559204,0.2691972553730011,0.05300897732377052,0.42050454020500183,0.28285548090934753
54,GMM,0.009832922,0.2671908736228943,0.3557673990726471,0.214675173163414,0.0313323475420475,0.3714432120323181,0.21189740300178528
54,Delta,0.019717988,0.3748810291290283,0.43021172285079956,0.29385828971862793,0.12574023008346558,0.3863558769226074,0.2043484002351761
55,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Gaussian,0.008055105,0.3311345875263214,0.4161022901535034,0.2278755009174347,0.03136112168431282,0.4545923173427582,0.28708794713020325
55,GMM,0.0073404214,0.32420140504837036,0.4180416464805603,0.22905749082565308,0.026925574988126755,0.4566880762577057,0.2953302264213562
55,Delta,0.033268135,0.3918464779853821,0.49420493841171265,0.2983548641204834,0.09671929478645325,0.4498346745967865,0.2062978744506836
56,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Gaussian,0.0057269186,0.2681789994239807,0.35858097672462463,0.20362849533557892,0.042185768485069275,0.39248862862586975,0.26590776443481445
56,GMM,0.004882427,0.2536778450012207,0.36738836765289307,0.1972220093011856,0.039793193340301514,0.3933649957180023,0.26825574040412903
56,Delta,0.036880214,0.38290178775787354,0.522111177444458,0.31922978162765503,0.10148298740386963,0.4978858232498169,0.25230851769447327
57,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Gaussian,0.012232129,0.31031328439712524,0.40855473279953003,0.24174422025680542,0.03437556326389313,0.3984076678752899,0.244825080037117
57,GMM,0.011872347,0.29422637820243835,0.3913491666316986,0.22535188496112823,0.026612546294927597,0.3717051148414612,0.19434726238250732
57,Delta,0.05663754,0.4027823805809021,0.5183833837509155,0.3030475974082947,0.07368714362382889,0.37661808729171753,0.07867502421140671
58,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
